Category1;Value1;Value2
E;10.18605248427726;18.24660921876685
A;15.455370694359043;12.123486872764028
A;10.534580051592606;14.668207999593605
B;7.691485346631779;25.572281459117505
B;9.599525081112947;12.502096415498734
B;6.069882699720452;10.613831125783555
E;9.630740526476803;16.904837633029686
B;8.050582280298407;25.757710766314
B;11.722319578676341;19.720008248020218
C;8.645965423349377;17.980222992248482
B;9.554791576829983;21.288332183851445
C;8.465328533050753;9.652901686412262
A;13.451587838891996;24.21558674953771
B;9.125390191152386;23.49232770412369
A;13.648369791306324;18.339494918377813
A;11.50971870044836;27.53850932667671
E;10.812340127404312;13.671275356805248
A;10.574339609366792;28.3314084561482
B;10.626974326254128;22.004208826369133
B;5.75188758337422;18.812408165791872
B;9.214344872283412;20.870821370105975
D;11.574831739487076;20.30277902222888
A;9.69731591470438;28.93183882671516
C;6.849101321712492;14.001585671438413
E;9.689950653787315;16.043624945547112
B;13.378621584136532;27.73596879847112
E;12.418472602622911;17.129022921304916
A;9.669791580331333;26.853465002655344
B;11.798043481821983;32.046333889556614
B;9.030335257227092;18.388332324879382
C;6.22186966766389;25.428855122739485
E;7.858621424927937;13.50100017129092
B;13.082066413867217;25.90576643744076
C;9.224614528158462;22.296255908913984
A;9.288893643312463;24.074748834041397
B;9.170339787822751;16.803781531769932
B;13.798686838103315;10.202957798813378
E;13.214513722260333;24.271138420871782
C;14.459438490241082;7.587879508883546
B;9.466005058159894;18.937221800423522
A;10.4208114263689;27.117682131729804
A;6.615050646216339;22.247335283174735
B;12.901562294848377;33.66422719113378
B;7.347662942337337;27.66320949178153
D;10.255228683901521;16.749660475883754
B;7.495664691971028;21.17753696903435
B;8.563379663848739;20.692090433461168
A;8.04174889479563;10.715851038250173
D;8.523461952580783;14.887407042851704
C;8.667842323387145;17.35505410463091
A;8.648635530657339;7.764566731436412
C;11.550001214738646;21.30870754363568
B;7.479788134568708;19.381033009755235
A;10.263136996729122;10.126189641474767
B;12.357714219841673;23.62738362430266
B;8.72228763452187;25.653172840491237
A;8.292370329430037;22.475724112621776
E;9.315898287121474;18.893556861141693
D;12.277422937557493;24.844373986387055
C;10.207626025002051;25.42143234309849
B;8.684449981324043;22.998123203177975
B;10.816140967494885;15.640020372174053
C;7.485186485343512;22.797904975822675
B;11.230854971930192;28.770624230365613
A;10.658075346173712;17.121911119023753
B;9.153602210608344;34.636605704360804
D;8.038969823260816;17.583398929095
B;7.93797006320474;21.210645586710886
A;10.923116406326413;16.628843625958815
C;12.380859055227031;22.451260433481696
A;8.461653731239531;9.675558997870711
B;10.762612077458117;17.450728307691314
A;5.417243260935656;13.901212197734313
B;8.572302765619881;21.87969926129989
C;9.734776240971106;27.4639079408079
B;7.8896648243381495;25.199040216244583
A;7.833336612941849;5.5842141544172
D;8.39766293141534;34.27345274403122
D;10.413604729485385;22.919319614035643
D;9.406609061346614;15.952755586795497
B;5.099714410017559;22.021331473441116
B;5.346529679466362;22.1452338462675
E;8.525583126499932;16.665483339814834
C;10.76114183071246;22.28645833772349
A;4.030239830277008;17.051430130468002
A;8.750566630081575;18.371647047514852
B;8.694879501313416;16.53918561759195
E;12.71550933423774;11.687636616692258
B;8.991454195402987;21.947937056399994
B;10.604276867955951;24.804446337356197
A;10.096639994183674;24.34674337449642
C;5.325810392404879;26.32951414212902
D;11.41323515492665;23.108211365096643
B;10.252332661458205;17.537284261590127
C;10.867364143316639;26.457815118802728
E;18.045099183516285;12.176135991027422
A;5.423362827052965;15.145636013668879
B;13.42186296449833;14.73269953574891
B;9.196360209259254;28.020364384405518
C;10.40339069924632;27.12812534191049
B;9.704424284867391;24.167484040792466
C;8.90910369986411;27.96754412387668
C;8.603350850698607;15.284661914322077
B;10.49196834470332;23.265868279096374
E;6.613935236989475;20.186366215509434
B;11.376216251795709;26.50473367525194
A;8.925991749740968;20.251042488410715
C;7.426854388015249;18.49787122533447
C;8.854972998208792;24.515905370646436
B;12.440013355411404;26.695099586743012
D;8.675796317265933;16.65575623349579
E;10.552752598240204;20.603008136209557
B;8.264991820997507;14.120135881329258
E;11.391635884839602;4.762603386295893
A;11.23956625145943;22.302987604189237
A;13.682078549922466;24.957884815655106
A;9.431315714451648;22.703434259063716
D;11.204175089991605;8.327848834596614
C;10.005941833031784;18.719478704502915
A;12.521330741912331;6.580739559667972
B;8.290451986021667;29.9030571997522
C;11.36451115704229;13.94064521623244
A;9.391135678154969;29.160123461489327
D;9.665204828072156;27.148152683946947
D;9.992680217341583;15.1461627085156
B;10.329704832496024;13.636897816759657
E;9.555919009443889;23.277406406511197
B;10.250897684658106;15.511893758310038
E;13.114047920880589;21.66615017402835
C;11.86944433979196;17.86162065975503
C;11.625224644243483;9.422470305973382
A;8.843366995349871;6.501957875691016
D;7.93259426072052;22.47344761521488
B;11.806131172299281;17.349874648850935
A;11.63969826431257;17.404916190058138
A;12.892608419077064;25.523114954109605
B;8.53164068546462;28.627374798110893
B;9.317947823743271;19.22845931114824
C;6.357083258696589;18.7861084050859
D;8.975810677272168;24.250929715240243
A;11.89279807221684;12.17991879695276
C;8.820359703620785;22.45049485586003
A;11.14500756992173;24.587258816844002
D;9.399943477404596;25.42149635471459
D;10.480519759265277;8.411107433733978
B;7.389848081387099;16.051190746241886
C;9.978939844231192;15.291288856647467
B;3.5186144611084815;21.649265203659883
B;9.407518067859833;24.124839768491896
D;6.376006188198206;30.72861764839888
B;12.332588484748314;17.782724377607526
B;11.432555440805475;17.76577876099011
B;10.780009062128771;28.472868122711855
D;12.994113077034699;22.927750100446982
B;7.807275306267842;29.23973482272183
A;13.469462715622672;22.876732019563935
C;11.75760228494681;13.47874197836374
D;9.303233896840213;12.334665693944258
A;12.184802309084183;10.915170381116962
B;7.476783623935569;25.303336925930076
A;8.068520260791885;28.725879350065554
B;8.52196158119663;33.02085391901147
B;8.68914681306557;26.48018466010106
C;7.58122895020347;28.558450753977407
C;12.368474440900183;17.22989383775105
C;9.256405759223354;13.483297191164931
B;10.540260433549449;26.525515660714095
D;8.60226213053127;23.714924889556105
B;5.976733068848114;21.6983884332158
E;10.367120452621988;23.517914624114432
C;5.784264551618469;23.100705635978336
A;9.655868503220516;29.344809589048147
C;6.9265384184510985;29.417406301310212
B;13.973279598384698;24.537432290212255
C;11.713861716566916;26.497718671659033
A;10.02208296167011;24.341406590761043
A;12.453784023074805;18.002396741774977
D;8.022736447321956;25.91767038693541
B;10.941306695207196;11.9357820524148
D;10.219601910809299;27.85029508992324
B;10.354442170800708;13.235600891520772
C;12.471942350224214;22.857721364165766
C;11.338233415837585;15.506499270229966
B;10.40631969193255;24.597028389983773
B;6.324736383920579;20.779486031468593
A;7.783902779913127;10.63408627193834
A;9.54231123944898;23.73454760162011
B;9.996081985980968;17.243514950587382
C;7.4265721781847605;26.7274536852869
E;14.864521018714687;21.00861697677365
D;12.984427516032504;23.57023640502225
C;11.064448472824216;14.775801792401122
C;9.951277408695864;17.169340495722146
C;9.354361163207582;18.01884886534295
B;7.800971233953306;26.568566121576612
E;9.962709088889612;31.902951070735682
C;10.341280334299777;15.766383613671305
B;7.19230279148859;27.999512940274922
A;10.501770476214286;6.897096784782937
B;9.473955997468028;13.23776889290012
B;5.7936041284574795;14.767940034785964
D;7.993191477363046;12.208693518635306
B;8.931428379814548;10.70667546638073
B;13.7641440804144;23.684492928895683
E;10.968761561520893;19.6085599647689
A;6.995488704890229;23.466135084433212
B;10.820676207777039;25.488072459789834
A;6.550661623229432;22.72651045562147
C;12.073651213162854;25.27546064497743
E;8.810638231182455;20.54804013942525
B;9.603364003647743;13.28454297601266
D;12.5841729598386;27.875792175335175
B;7.0969565059730755;17.170771136922674
E;6.866051811262719;14.918624058044232
C;8.574441414673391;19.843533807271413
D;11.980595587140566;15.066729024572666
A;6.6093732414986315;18.28670251706869
E;3.8524732439678058;23.236350490162533
C;8.852566397341104;23.264221305099824
B;10.958655679812933;15.164104568233409
D;12.320549674451541;17.82991507583316
B;8.827361139620663;27.983164531006583
D;8.936004125056396;24.226600765270618
A;12.22319154193707;34.487922755765524
C;5.873542430639617;28.67083312931993
B;8.984106372115681;28.437904945639602
A;10.199890168842622;11.978854422037287
B;10.743359314698573;25.965092285617246
A;8.729405944299147;20.65480578897008
B;9.872326124582267;17.41861827700138
B;4.574512557832723;22.092099713461437
B;8.41767833409892;27.143874974974644
B;10.752368296364383;24.255405341527375
B;7.737182528065174;15.28992029127661
C;9.923866865338155;25.825982938352034
A;10.738432251685667;16.855680976506235
E;9.080646678198693;22.40844027326786
D;10.1579739190928;19.028224561398627
C;7.778261612902314;19.577369363718432
B;9.366116312638303;25.980579337763313
D;11.081453956137368;14.238740821196664
A;10.129643218033713;33.643767982800064
A;8.568284333915736;9.162940549585773
B;10.270854449010667;17.11516005884343
C;11.300680560336898;23.406377284621318
A;5.495123314987297;24.798042081829514
B;12.234055536407386;20.346907816283917
E;9.09386504876975;20.626960430489973
D;10.693528859804484;23.66857555462951
B;12.314218539654979;19.49804839652508
A;6.919485235816023;30.05567817657689
D;8.310173894902153;26.455769242505415
B;9.19404773866102;26.673358281536625
A;8.154117605638701;14.71998129809229
A;13.443366809257299;20.48397524136293
E;8.000778602963736;19.046971333315426
C;8.633351763077581;14.463591058018473
D;10.229216966366252;23.341067195647486
D;7.2754859952402136;17.50530257443119
B;8.969070505311846;25.26012489402654
B;10.466651848625368;14.043754841186843
B;9.100993150796727;32.17376398347184
B;9.60388759631011;15.1738377191516
B;8.688402563858421;22.425465191802836
C;6.61961235072039;26.147085517522438
C;10.475345743812401;17.29083720369927
D;13.485359450459208;26.54104618231418
B;9.838643424645221;13.010306614297296
C;10.273054646219855;30.43876504468664
C;11.254717785745406;21.09197022227743
B;7.134405957251932;17.12332584820228
C;13.375280782072172;19.055318479221675
B;10.224890472487886;26.257975251052677
B;13.22689948808713;17.201040602972153
A;8.260630709399623;16.129175018751944
B;13.617930037371433;19.560012115705703
B;11.427826537473045;13.349746266995208
C;10.961384180289954;32.8335354016218
E;10.29145135414161;17.3184351571043
C;9.278089902043657;26.405509110172623
C;12.321116482795134;22.361555543710523
B;10.0947557266809;14.600528671867208
C;5.669153622466981;20.96129439011726
A;7.453908430415296;26.096018065519864
B;9.409723920395232;19.77630132193901
B;10.450997864647666;28.755234148031683
B;9.68116417331022;27.639850053082114
A;12.359838658566694;26.97294655527914
A;5.702686085518889;18.01223098022552
B;10.101534666660838;13.981024089420334
E;5.982243626686976;17.011680565141837
B;11.395395820516754;22.27556611433368
B;9.601636699671795;24.54761363796031
A;10.681180941250648;6.88478586905709
C;7.985845782761492;20.947264189523622
B;12.486876356481279;22.027579964600697
A;11.987621794523589;19.195962333948916
B;11.025443036324965;29.393279953603212
A;9.528013781586775;23.74157048263066
A;11.017700299119777;29.51624740252583
A;8.315525607226569;19.59625661772349
A;11.596666883943495;27.093603701295013
A;13.263909878080234;31.627931564428877
B;12.048282175956292;29.526007420272297
D;8.267834813404441;13.901079642713235
B;10.558976366273516;19.351105495974522
B;7.08440275810684;18.756429414576324
B;11.00201965346892;24.18015447799613
E;10.746267167011332;25.461298107594466
B;5.873385686982456;15.547197618832714
A;7.360253927784036;21.440950340460095
C;9.20540831683809;7.870472340985113
A;9.168194531004266;30.372642537712284
B;7.26009843562051;17.669567435601493
B;10.616855331639586;21.36311560898923
D;10.328094578775076;18.987276859077603
B;9.39203482284511;28.4491792375872
C;8.212837849667439;2.5562081309170352
E;12.002284965474784;20.892032774881592
A;13.27635493748542;20.312178076264964
B;8.784520883922273;18.05136348065406
B;8.514449473974878;32.22047254663161
B;10.831536097365193;15.232358517437486
B;9.04813830253133;26.016675152031798
E;9.507265878607209;23.315643126589542
C;11.353271618621811;29.199875141480852
C;5.790352216234686;16.663270948946213
B;12.568434882190607;16.235702155695567
D;9.952629101091617;28.124454398603092
E;8.935864396419422;23.764588504145717
D;9.612608276134958;10.957907246601069
A;9.72110164554309;17.49451740598874
C;6.164477262765658;23.511487250012397
A;12.939370277651797;26.44546744005283
B;9.8867838277683;16.58500075424579
A;10.730304473939489;2.057336066189883
C;11.798254518205491;24.400950707290715
C;7.65555883912337;13.067915515364158
A;10.79429098797398;7.887297812204327
B;9.237953709112535;2.5898814876030833
B;11.578218627954637;26.290875591285317
B;5.33282241726186;21.83601342763228
A;9.591901969493335;19.533233525370363
B;8.534076622853682;30.028658359257953
C;10.707752196331727;25.14261043964997
A;10.787092793473224;31.505950277692456
A;8.313985620873746;11.947219430914522
B;8.30443488523031;20.77542094429924
E;9.567602726029609;10.491363062837907
C;7.917051322638064;19.509014842939465
C;11.568165760449467;19.383996950516597
B;9.024664879060364;25.07298864220996
B;3.695324739424554;21.29616522742234
A;9.012873681094208;25.052146398819453
C;7.6190579762276585;25.572360865402814
E;6.374320787532016;35.00703640299042
C;7.201404059732599;18.950571740640193
D;10.029757790849239;14.883352445668535
C;12.590145739321287;22.599543499556656
A;10.457687395116459;15.785179823592967
E;8.526342884746947;30.632744994837484
A;10.757398809858476;19.159082746855987
B;8.835910348540118;17.32375360881906
A;8.341339224757396;17.936447812517734
A;7.3758383967107335;25.669713252565664
B;6.121159505821391;19.974644608995344
B;8.981160216225165;16.829165669152516
B;10.131912328832277;31.82478746455295
B;9.597090292968732;15.434896035698625
A;8.926469451310547;21.231179481214458
A;7.81393327253676;25.239989985466497
B;11.077317002538434;10.396321782289023
B;7.034022968112172;24.12169325913851
C;11.429658619071299;14.14180010937708
C;7.695344260253878;26.348088075421018
D;8.219886001558628;14.742768422526655
C;6.719751099707079;25.502998707017593
B;8.747055491540163;28.187914930915632
C;11.848156162803757;26.59933741661323
B;10.88281898573231;22.633558213547666
B;11.854686435258873;19.496543870956955
C;10.896499346461265;17.253272753823516
B;7.482293360086225;30.561725490311176
C;9.10534262891213;16.453281068910318
D;8.161581828853329;14.259070521795024
D;12.594207298481985;25.324898077713396
E;7.286743842504746;15.82511077928778
B;11.676765147717134;14.824587266470173
B;11.675203127228416;11.616572295896528
B;13.642202423603784;17.861086043506635
B;8.939658155478057;20.462352344672794
C;11.29587653511834;22.580096229794542
C;14.59146885673157;27.183490587946643
C;8.502952478439237;24.42483650382766
B;6.576415480182045;19.759330572904332
A;5.851978928793697;19.711728103531822
B;11.296695260608796;24.316023547948692
A;5.8453845630769745;29.2717060590357
D;9.018129988830363;21.8210422966408
B;10.718357692781819;17.95064944763234
A;10.18886862734282;14.546370992943954
A;10.693434214786762;11.606165781320534
C;10.266808697181794;25.3307528682829
C;12.485618207958126;24.75686040365712
B;7.800135600448527;24.7528629131933
A;8.378310209237085;20.163713598711638
B;8.17741516493127;30.14507584829638
B;11.543402804911482;17.853229785198685
C;11.690837035629634;27.209250041846836
C;10.747573170568868;20.74817118256797
B;12.28533670046885;17.045720029584306
A;7.326114178509601;24.85144699756545
E;13.301170634257389;23.66263477144596
B;12.998801105595742;23.32032293523502
C;11.34480619421607;21.52830974336529
A;13.541777708419227;20.7536949688406
B;6.321091263876676;36.52441795365785
A;8.698658913848432;28.697668193775122
B;8.2558627325679;25.698374817405828
E;11.315106579890422;21.726694528322025
B;7.594704446835495;27.54652180387835
A;11.39073981360872;24.366966046544437
A;12.678125902393099;21.17033089303123
B;11.2599260901764;19.026831885771553
A;10.395877149689152;20.474037305192528
A;7.725465984108427;0.3922327167926376
C;8.021612971136735;22.36890545543467
B;12.424199701123001;17.824905479282663
B;11.436632908201199;31.352354988838748
E;9.718059009307158;21.125736460276404
A;8.922389953891631;13.271737773022748
E;5.545803466466109;20.675778998167235
B;7.551209920762679;14.200212947093721
D;13.813980082993421;24.07714820213103
C;7.111043300894821;22.891157868206655
D;10.19790762456427;27.22595760220374
E;11.915632343709918;15.859268353985325
B;7.164662397195187;21.221052625482955
E;10.187891997040275;12.12735832972687
B;11.769622628772376;25.559716082510644
B;9.826248576005227;24.372662672860795
B;15.823646416900214;24.22273263667921
B;6.295941556355791;21.010523703820116
A;12.023329912756147;23.696023790127143
B;9.437116351467425;31.428204204005876
B;11.421032325157018;19.14688732922691
C;10.726745018568417;21.90119369411555
D;8.260371986069007;13.940179055320836
B;10.280892424164616;15.35630374961084
B;5.898406952063597;21.635786405106497
B;11.066819751199928;28.175568053562397
A;10.426132778580104;19.33417464236478
A;11.141186354150516;19.466542559471193
B;12.022048482683015;18.355245910721564
B;10.572001664440393;17.5240816395119
E;10.11098778157638;22.917314462107342
B;7.949756493011287;11.26782530633881
B;8.304336396336993;29.326107248333727
B;12.292142702372395;16.674755062158507
A;12.816304351982556;25.692372655347917
B;9.299968083744687;12.745009116939807
C;9.896605769231876;25.34746084855042
B;7.9003098125130915;25.367639950794235
B;12.262789375061635;23.497313468038328
E;11.197375329752736;14.53621460830135
D;13.876556616573874;22.6220632323875
C;7.955521537922549;13.310134799226471
B;9.006183412061745;19.357038841874797
C;10.286036437303702;27.69118515620962
A;11.157628029224119;26.178562525959823
B;9.347097961149974;21.098689126512816
A;7.96678171004723;14.663757256501528
B;11.6509558107395;25.196320129132257
B;11.314384261345722;21.125978045037165
B;7.875824388816178;5.917948611502249
E;12.646429882321542;26.08709387105737
E;12.257417289312869;20.842486579847
C;10.082022644220366;28.81593311188997
B;9.967155510989677;13.880741627521768
D;10.963521319343405;0.3514252142259977
A;7.990423552461858;22.814045079243705
C;9.863066106244574;22.895163898432823
A;5.279994556320721;10.010634420558063
C;11.640556855556165;14.63975295186706
B;6.520864232872096;38.90891533417936
D;12.957181639700899;19.013531008000278
E;9.106747802670455;25.751233346445403
A;9.35549933794453;16.770711122105507
B;8.48175879722254;7.413031157454482
E;9.19511836476364;19.893321395826614
B;12.778915824810877;19.273570358140315
D;4.575601821276334;18.400791448655585
B;12.481627310785194;20.254834569208448
B;10.509849310313587;22.71774376569664
B;7.265254539499848;20.024239816850258
A;7.541843974596601;12.783959908342135
C;13.320425357137227;24.1602011451526
B;7.8144355521202655;8.329083590404249
B;7.377963927748485;7.672676527652698
B;12.188360538965933;25.804673215560193
B;10.51096104020042;24.29563176887982
D;7.830356289273563;20.626930127018767
E;10.254912448349701;11.929584719092032
B;7.645919364355418;16.398578885618512
D;12.111724936687471;19.292146140037723
C;12.028879026233582;10.626689204268263
B;10.91721301752608;16.196313722848984
E;10.559488228618736;25.24014719814842
A;13.498495062221487;30.277484867879906
A;9.799341287515274;18.273674107719422
D;7.3180643366163185;25.91717430305464
B;10.743895216947845;8.558609541181463
D;14.18069880402794;25.286433067238477
D;7.669005064309712;15.774335304271373
A;9.04092818994263;22.997746508601807
D;10.674536680013052;19.38960928144189
B;9.686799817087948;29.582691063594922
B;7.7371624812076405;15.316168285790532
C;12.15590149808399;25.0794409341519
E;14.672085516236246;19.183201488572532
A;10.211876063950205;19.971014392937185
B;7.9014565915544;19.804949694465137
C;6.547182897387703;15.503124820788265
C;10.34174956056448;20.908356721606633
C;12.118142420964142;20.59278655620816
A;10.797852267640302;22.56806161464374
B;9.794951934070408;21.549283447003607
B;8.562529531242458;26.186964572479535
D;7.506456371292012;27.002806004307896
B;11.552977785282254;14.170948408119292
A;11.718920404909731;26.647021253840013
E;6.553967447949461;13.288813223785947
A;13.138661854179437;24.821063272895277
E;11.005549563877404;25.028302100568645
C;12.739148754806166;8.576440204193723
D;6.981531728181259;21.604365102441164
B;6.931769273627578;17.95477526315795
A;9.487164449488677;16.06802582342006
C;10.855847296479908;29.780540149543533
D;13.572357728146624;16.751085585856778
C;11.282765719011778;15.758549960732676
A;9.290369318694731;21.492017110033107
C;7.644624663901627;25.45633335093971
C;12.383001202710215;20.079284190934175
C;7.7741186059234995;28.581408546850138
C;13.219783965021875;24.45134180276659
D;9.202792235826331;6.841626421745703
C;13.140222352497487;17.558464737204446
A;11.225755709124485;17.348026354213957
B;9.512309472170838;24.115846197291244
A;8.709267619165136;3.9386891335682748
B;9.084093457573234;37.568563106665195
B;10.699465053988;24.451669616812367
A;9.962028642057206;21.96769922546499
B;8.55299604305572;28.68019015672445
A;9.452174038332974;36.233751343282066
D;9.965011762410215;26.65985318982462
E;5.329658401728895;27.16728512706553
A;10.762153041056267;21.849485159018485
E;7.742585428094706;20.080082603114835
B;7.378001953267936;17.90732961396814
B;6.256576871067509;15.630272053855476
A;6.032825754477431;16.534408351953267
B;6.953560243464193;12.221386231770609
C;8.311055988975971;20.50683557054735
